timestamp,futures_price,option_mid,bid,ask,strike,expiry,option_type,option_symbol,rate,log_return,rv,rv_percentile,tte_years,iv,delta,gamma,vega,theta,rho,iv_percentile,iv_minus_rv,iv_rv_ratio,spread_percentile
2020-01-06 00:00:00,3223.125,94.375,93.75,95.0,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,,,,0.20273972602739726,0.14318033031941102,0.5555280407506054,0.0018943548852921417,571.2653135307979,-200.3059563942363,-19.133561643835616,,,,
2020-01-06 00:01:00,3223.125,94.375,93.75,95.0,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.0,,,0.20273782343987823,0.1431809974390356,0.5555280576345958,0.0018943550010196706,571.2626491259101,-200.30784848340153,-19.133382087138507,,,,
2020-01-06 00:02:00,3223.0,94.375,93.75,95.0,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,-3.878298978676753e-05,,,0.2027359208523592,0.14330318991986815,0.555264949651646,0.00189300373487184,571.292659326188,-200.49250286172958,-19.133202530441398,,,,
2020-01-06 00:03:00,3223.375,94.75,94.25,95.25,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.00011634445728780918,,,0.2027340182648402,0.14359559126028434,0.5559103663403826,0.0018884920047683848,571.2215082331509,-200.87555967546854,-19.20904823059361,,,,
2020-01-06 00:04:00,3224.125,95.0,94.5,95.5,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.00023264831434843813,,,0.20273211567732116,0.14330300079911473,0.5573937582970885,0.0018908699582005307,571.0356753320376,-200.39582539077486,-19.25955098934551,,,,
2020-01-06 00:05:00,3223.875,95.0,94.5,95.5,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,-7.75434243553974e-05,,,0.20273021308980213,0.14354756667706628,0.5568655902493743,0.0018881788681302462,571.1022006674199,-200.7657094662092,-19.2593702435312,,,,
2020-01-06 00:06:00,3223.875,94.75,94.0,95.5,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.0,,,0.2027283105022831,0.14311047529754264,0.5569652404797563,0.0018938840090021712,571.078212118771,-200.14722893098732,-19.208507420091323,,,,
2020-01-06 00:07:00,3223.625,94.75,94.25,95.25,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,-7.754943780646784e-05,,,0.20272640791476407,0.14335483470124494,0.556436953870642,0.0018911842877291363,571.1439107115376,-200.51652848887795,-19.208327149923896,,,,
2020-01-06 00:08:00,3223.5,94.75,94.25,95.25,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,-3.877697423781967e-05,,,0.20272450532724506,0.14347725205244644,0.5561734885690688,0.0018898374927147972,571.1748936130625,-200.7018333555694,-19.20814687975647,,,,
2020-01-06 00:09:00,3223.375,94.75,94.25,95.25,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,-3.877847794875322e-05,,,0.20272260273972603,0.14359960580987174,0.5559104677771437,0.0018884926973364018,571.2055223629442,-200.88694538424087,-19.207966609589043,1.0,,,
2020-01-06 00:10:00,3223.875,95.0,94.5,95.5,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.00015510488999304073,0.0630387769406416,,0.202720700152207,0.14355091098048445,0.5568656750903974,0.0018881794459803456,571.0888816156645,-200.77519254373652,-19.258466514459666,0.8181818181818182,0.08051213403984285,2.2771842657362225,
2020-01-06 00:11:00,3223.375,94.5,93.75,95.25,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,-0.00015510488999304073,0.06769312904686811,,0.20271879756468797,0.1431632613654754,0.5560071684652318,0.001894199011025113,571.1798485474595,-200.27067822185194,-19.15692636986301,0.16666666666666666,0.0754701323186073,2.1148861543444784,
2020-01-06 00:13:00,3223.375,94.5,93.75,95.25,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.0,0.061814815251770606,,0.20271499238964993,0.14316459557875605,0.556007202295357,0.0018941992426233347,571.1745199577565,-200.2744621748149,-19.15656678082192,0.23076923076923078,0.08134978032698545,2.316023998383709,
2020-01-06 00:14:00,3222.875,94.5,94.0,95.0,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,-0.00015512895125091575,0.06458933565920401,,0.2027130898021309,0.14365147086453556,0.5549557192975733,0.0018888064764768092,571.3026741597876,-201.00768510275617,-19.15638698630137,1.0,0.07906213520533155,2.2240741354345417,
2020-01-06 00:15:00,3223.375,94.75,94.25,95.25,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.00015512895125091575,0.06687514828721033,,0.20271118721461187,0.14360362069937196,0.5559105692139262,0.0018884933899046992,571.1895360345055,-200.89833237536496,-19.206884988584473,0.9333333333333333,0.07672847241216163,2.147339099460894,
2020-01-06 00:16:00,3223.875,95.0,94.5,95.5,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.00015510488999304073,0.06828426725194826,,0.20270928462709284,0.14355492445607307,0.5568657768996441,0.0018881801394006956,571.0728983335914,-200.78657341165135,-19.25738203957382,0.75,0.0752706572041248,2.1023133180356006,
2020-01-06 00:17:00,3223.875,95.0,94.5,95.5,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.0,0.06614866247473918,,0.2027073820395738,0.1435555934017104,0.5568657938678541,0.001888180254970783,571.0702344087016,-200.7884703475927,-19.25720129375951,0.7647058823529411,0.07740693092697122,2.1701964640106115,
2020-01-06 00:18:00,3224.125,95.0,94.5,95.5,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,7.75434243553974e-05,0.06478453927488934,,0.2027054794520548,0.14331234927920705,0.5573939963524872,0.0018908715797773235,570.9983857892103,-200.42233121987937,-19.257020547945206,0.4444444444444444,0.07852781000431772,2.212138125596817,
2020-01-06 00:19:00,3224.375,95.25,94.75,95.75,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,7.753741184046703e-05,0.06348564850260588,0.3,0.20270357686453577,0.1435067185850632,0.5578213881859923,0.0018878669435390928,570.9474251569536,-200.67619737254034,-19.307515696347032,0.5789473684210527,0.08002107008245732,2.2604592056608306,
2020-01-06 00:20:00,3223.625,94.75,94.25,95.25,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,-0.00023263027400233227,0.07022551415177068,1.0,0.20270167427701674,0.14336351895406124,0.5564371741121721,0.001891185791628085,571.1092773941117,-200.54115609891812,-19.205983637747337,0.5,0.07313800480229056,2.0414733973214556,0.1
2020-01-06 00:21:00,3222.625,94.25,93.75,94.75,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,-0.00031025790436878253,0.07974835396443694,1.0,0.2026997716894977,0.14346131414528326,0.5545245636786517,0.0018918133622772679,571.3285103663355,-200.76590275110442,-19.10445348173516,0.5238095238095238,0.06371296018084632,1.7989250813785893,0.09090909090909091
2020-01-06 00:22:00,3223.375,94.75,94.25,95.25,3200.0,2020-03-20,call,ES-CALL-3200-20200320,0.015,0.00023270245218220964,0.08347535654772836,1.0,0.20269786910197868,0.1436083051668013,0.555910687556865,0.0018884941979013603,571.170884738788,-200.91161881938675,-19.20562309741248,0.9545454545454546,0.06013294861907292,1.7203676762337752,0.08333333333333333
