timestamp,option_symbol,option_type,price_change,delta_effect,gamma_effect,vega_effect,theta_effect,rho_effect,explained_change,residual
2020-01-06 00:01:00,ES-CALL-3200-20200320,call,0.0,0.0,0.0,0.0003811023014925296,-0.00038109961262221514,-0.0,2.6888703144470685e-09,-2.6888703144470685e-09
2020-01-06 00:02:00,ES-CALL-3200-20200320,call,0.0,-0.06944100720432447,1.4799648445466176e-05,0.06980400030367602,-0.0003811032124874458,-0.0,-3.3104646904391437e-06,3.3104646904391437e-06
2020-01-06 00:03:00,ES-CALL-3200-20200320,call,0.375,0.20822435611936724,0.00013310182510817625,0.1670467393569088,-0.0003814545336029862,-0.0,0.3750227427677812,-2.2742767781191997e-05
2020-01-06 00:04:00,ES-CALL-3200-20200320,call,0.25,0.41693277475528695,0.0005311383763411082,-0.16713396452393878,-0.0003821833327158838,-0.0,0.24994776527497342,5.2234725026578666e-05
2020-01-06 00:05:00,ES-CALL-3200-20200320,call,0.0,-0.13934843957427212,5.9089686193766586e-05,0.1396558412792343,-0.0003812705962533768,-0.0,-1.4779205097439278e-05,1.4779205097439278e-05
2020-01-06 00:06:00,ES-CALL-3200-20200320,call,-0.25,0.0,0.0,-0.24962384873870655,-0.0003819743330787846,-0.0,-0.2500058230717853,5.823071785315825e-06
2020-01-06 00:07:00,ES-CALL-3200-20200320,call,0.0,-0.13924131011993907,5.918387528131785e-05,0.1395483313807147,-0.00038079761973171104,-0.0,-1.4592483674759219e-05,1.4592483674759219e-05
2020-01-06 00:08:00,ES-CALL-3200-20200320,call,0.0,-0.06955461923383024,1.4774877247883877e-05,0.06991792470417138,-0.0003815002444613355,-0.0,-3.4198968723195234e-06,3.4198968723195234e-06
2020-01-06 00:09:00,ES-CALL-3200-20200320,call,0.0,-0.0695216860711336,1.4764355411834353e-05,0.06988539438055912,-0.0003818528031879174,-0.0,-3.380138350560864e-06,3.380138350560864e-06
2020-01-06 00:10:00,ES-CALL-3200-20200320,call,0.25,0.27795523388857185,0.00023606158716705023,-0.027814755456545347,-0.0003822049950232893,-0.0,0.2499943350241703,5.66497582971115e-06
2020-01-06 00:11:00,ES-CALL-3200-20200320,call,-0.5,-0.2784328375451987,0.0002360224307475432,-0.2213823850942519,-0.00038199237546373004,-0.0,-0.49996119258416677,-3.8807415833230774e-05
2020-01-06 00:13:00,ES-CALL-3200-20200320,call,0.0,0.0,0.0,0.0007620757395630383,-0.0007620649856234853,-0.0,1.0753939552981921e-08,-1.0753939552981921e-08
2020-01-06 00:14:00,ES-CALL-3200-20200320,call,0.0,-0.2780036011476785,0.00023677490532791683,0.2780907576344065,-0.0003810396921134225,-0.0,-5.710830005753524e-05,5.710830005753524e-05
2020-01-06 00:15:00,ES-CALL-3200-20200320,call,0.25,0.27747785964878663,0.00023610080955960115,-0.0273369273169483,-0.0003824347129047872,-0.0,0.24999459842849314,5.401571506857827e-06
2020-01-06 00:16:00,ES-CALL-3200-20200320,call,0.25,0.2779552846069631,0.0002360616737380874,-0.027814784616519674,-0.00038222665977048125,-0.0,0.24999433500441107,5.664995588933186e-06
2020-01-06 00:17:00,ES-CALL-3200-20200320,call,0.0,0.0,0.0,0.0003820167239363223,-0.0003820140285609805,-0.0,2.6953753418123595e-09,-2.6953753418123595e-09
2020-01-06 00:18:00,ES-CALL-3200-20200320,call,0.0,0.13921644846696352,5.9005632967836966e-05,-0.1389094780565238,-0.0003820176376476269,-0.0,-1.6041594240053707e-05,1.6041594240053707e-05
2020-01-06 00:19:00,ES-CALL-3200-20200320,call,0.25,0.1393484990881218,5.908973686804136e-05,0.11098455989082852,-0.00038132102591301246,-0.0,0.25001082768990535,-1.0827689905346105e-05
2020-01-06 00:20:00,ES-CALL-3200-20200320,call,-0.5,-0.41836604113949416,0.0005309625778703699,-0.08175946060399245,-0.0003818040284865684,-0.0,-0.49997634319410283,-2.3656805897165345e-05
2020-01-06 00:21:00,ES-CALL-3200-20200320,call,-0.5,-0.5564371741121721,0.0009455928958140425,0.055851740991428,-0.00038154710064482135,-0.0,-0.5000213873255749,2.138732557488421e-05
2020-01-06 00:22:00,ES-CALL-3200-20200320,call,0.5,0.4158934227589888,0.0005320725081404816,0.08398016136111781,-0.00038197470082021386,-0.0,0.5000236819274269,-2.3681927426855154e-05
2020-01-06 00:23:00,ES-CALL-3200-20200320,call,-0.5,-0.41693301566764873,0.0005311389931597576,-0.08319324239702963,-0.00038225193839304937,-0.0,-0.49997737100991163,-2.262899008836916e-05
2020-01-06 00:24:00,ES-CALL-3200-20200320,call,0.125,0.0,0.0,0.12538153481185438,-0.0003819819184922704,-0.0,0.1249995528933621,4.471066378936017e-07
2020-01-06 00:25:00,ES-CALL-3200-20200320,call,0.125,0.27723930068827546,0.00023612052149669908,-0.15212357635222346,-0.00038257497315562607,-0.0,0.12496926988439307,3.0730115606933395e-05
2020-01-06 00:26:00,ES-CALL-3200-20200320,call,0.25,0.13887019198639577,5.910938052783993e-05,0.11146277509090677,-0.00038177942057427555,-0.0,0.2500102970372561,-1.0297037256079555e-05
2020-01-06 00:27:00,ES-CALL-3200-20200320,call,-0.25,-0.27795537759070715,0.00023606183245173775,0.02809637492588529,-0.00038226638481171697,-0.0,-0.25000520721718184,5.207217181835144e-06
2020-01-06 00:28:00,ES-CALL-3200-20200320,call,0.125,0.20810847685247053,0.00013280681075588294,-0.08287144756313848,-0.00038248168624480865,-0.0,0.12498735441384314,1.264558615686473e-05
2020-01-06 00:30:00,ES-CALL-3200-20200320,call,-0.125,-0.20838598197969774,0.00013289038419794352,0.08400565175650174,-0.0007640640624694831,-0.0,-0.12501150390146754,1.1503901467535549e-05
2020-01-06 00:31:00,ES-CALL-3200-20200320,call,0.5,0.554955988806118,0.0009444041605264682,-0.05553959916717408,-0.00038249252787443894,-0.0,0.49997830127159587,2.169872840412923e-05
2020-01-06 00:32:00,ES-CALL-3200-20200320,call,0.0,0.0,0.0,0.00038207086803581134,-0.0003820681719752496,-0.0,2.6960605617595487e-09,-2.6960605617595487e-09
2020-01-06 00:33:00,ES-CALL-3200-20200320,call,0.25,0.2784330241955358,0.0002360227485653669,-0.02829290984518485,-0.0003820717820783384,-0.0,0.249994065316838,5.934683162012178e-06
2020-01-06 00:34:00,ES-CALL-3200-20200320,call,-0.25,-0.2789108133066292,0.00023598357043847268,0.02905095093411774,-0.0003818545359662506,-0.0,-0.2500057333380392,5.7333380392154965e-06
2020-01-06 00:35:00,ES-CALL-3200-20200320,call,-0.5,-0.41764956174563284,0.0005310512492803148,-0.08247626188771352,-0.00038207900248785493,-0.0,-0.4999768513865539,-2.3148613446100086e-05
2020-01-06 00:36:00,ES-CALL-3200-20200320,call,0.0,-0.13887023418537048,5.910941663476067e-05,0.13917917141064726,-0.00038181549487323406,-0.0,-1.3768852961699367e-05,1.3768852961699367e-05
2020-01-06 00:37:00,ES-CALL-3200-20200320,call,-0.5,-0.55495608987186,0.0009444045063847311,0.054374446292242064,-0.00038251421296567003,-0.0,-0.5000197532861987,1.9753286198742614e-05
2020-01-06 00:39:00,ES-CALL-3200-20200320,call,-0.25,-0.276523731958794,0.00023617938533444387,0.02704908239873367,-0.0007658550796589996,-0.0,-0.2500043252543849,4.325254384873745e-06
2020-01-06 00:40:00,ES-CALL-3200-20200320,call,0.25,0.27604683276194314,0.00023621851155034221,-0.025904566739055744,-0.0003831327925582519,-0.0,0.24999535174187953,4.648258120465432e-06
2020-01-06 00:41:00,ES-CALL-3200-20200320,call,-0.375,-0.4147856355610168,0.0005314037140350907,0.03962711387436487,-0.0003829383949086294,-0.0,-0.37501005636752544,1.005636752543504e-05
2020-01-06 00:42:00,ES-CALL-3200-20200320,call,0.375,0.5516169001969563,0.0009449523338196398,-0.177242123109903,-0.00038323733398811394,-0.0,0.37493649208688484,6.350791311515724e-05
2020-01-06 00:43:00,ES-CALL-3200-20200320,call,0.5,0.41517684068948524,0.000532161360798911,0.08469640795247897,-0.00038225567350652504,-0.0,0.5000231543292567,-2.3154329256702688e-05
2020-01-06 00:45:00,ES-CALL-3200-20200320,call,0.0,0.0,0.0,0.0007650898297973622,-0.0007650790306528996,-0.0,1.0799144462567481e-08,-1.0799144462567481e-08
2020-01-06 00:46:00,ES-CALL-3200-20200320,call,0.125,0.13873906036762806,5.9025314073273693e-05,-0.013416910449801507,-0.0003825467451832207,-0.0,0.12499862848671663,1.3715132833741484e-06
2020-01-06 00:47:00,ES-CALL-3200-20200320,call,0.125,0.1388584079592667,5.9020424582544694e-05,-0.013536387688210867,-0.0003824450683318531,-0.0,0.12499859562730656,1.4043726934420686e-06
2020-01-06 00:50:00,ES-CALL-3200-20200320,call,-0.25,-0.1389777775526124,5.9015533862707605e-05,-0.10992597745056598,-0.0011470267389336645,-0.0,-0.24999176620824934,-8.233791750661412e-06
2020-01-06 00:51:00,ES-CALL-3200-20200320,call,0.25,0.13887029748385962,5.9109470795185056e-05,0.11146275983932212,-0.0003818696190226816,-0.0,0.2500102971749542,-1.0297174954210231e-05
2020-01-06 00:54:00,ES-CALL-3200-20200320,call,-0.25,-0.4169333833762925,0.0005311399346212262,0.16750277700548558,-0.001147070098537002,-0.0,-0.2500465365347227,4.6536534722696477e-05
2020-01-06 00:55:00,ES-CALL-3200-20200320,call,-0.125,0.13860832294661193,5.894145745010206e-05,-0.2633141997677678,-0.000383273029557465,-0.0,-0.12503020839326323,3.0208393263231326e-05
